uri,cls,label
<http://edukg.org/knowledge/3.0/instance/politics#main-E1928>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,家庭美德
<http://edukg.org/knowledge/3.0/instance/politics#main-E276>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,维护人格
<http://edukg.org/knowledge/3.0/instance/politics#main-E2493>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,赞美
<http://edukg.org/knowledge/3.0/instance/politics#main-E3793>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,小康水平
<http://edukg.org/knowledge/3.0/instance/politics#main-E1441>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,网络游戏
<http://edukg.org/knowledge/3.0/instance/politics#main-E4194>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,交往方式
<http://edukg.org/knowledge/3.0/instance/politics#main-E806>,<http://www.w3.org/2002/07/owl#NamedIndividual>,新消法
<http://edukg.org/knowledge/3.0/instance/politics#main-E1031>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,方法论
<http://edukg.org/knowledge/3.0/instance/politics#main-E2761>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,效率
<http://edukg.org/knowledge/3.0/instance/politics#main-E1959>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,文化市场
<http://edukg.org/knowledge/3.0/instance/politics#main-E651>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,继承人
<http://edukg.org/knowledge/3.0/instance/politics#main-E3577>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,主干家庭
<http://edukg.org/knowledge/3.0/instance/politics#main-E2620>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,政府权力
<http://edukg.org/knowledge/3.0/instance/politics#main-E571>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,师生关系
<http://edukg.org/knowledge/3.0/instance/politics#main-E4048>,<http://edukg.org/knowledge/3.0/class/politics#main-C15>,人身自由
<http://edukg.org/knowledge/3.0/instance/politics#main-E4032>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,依法决策
<http://edukg.org/knowledge/3.0/instance/politics#main-E2949>,<http://www.w3.org/2002/07/owl#NamedIndividual>,代沟
<http://edukg.org/knowledge/3.0/instance/politics#main-E1037>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,责任
<http://edukg.org/knowledge/3.0/instance/politics#main-E753>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,知法守法
<http://edukg.org/knowledge/3.0/instance/politics#main-E3317>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,人口迁徙
<http://edukg.org/knowledge/3.0/instance/politics#main-E3687>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,礼貌待师
<http://edukg.org/knowledge/3.0/instance/politics#main-E1563>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,公平是怎样产生的
<http://edukg.org/knowledge/3.0/instance/politics#main-E157>,<http://edukg.org/knowledge/3.0/class/politics#main-C36>,币值
<http://edukg.org/knowledge/3.0/instance/politics#main-E2123>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,社会制度的更替
<http://edukg.org/knowledge/3.0/instance/politics#main-E624>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,居民收入
<http://edukg.org/knowledge/3.0/instance/politics#main-E178>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,全民学习
<http://edukg.org/knowledge/3.0/instance/politics#main-E3355>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,公平
<http://edukg.org/knowledge/3.0/instance/politics#main-E3455>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,经济生活
<http://edukg.org/knowledge/3.0/instance/politics#main-E2508>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,平等待人
<http://edukg.org/knowledge/3.0/instance/politics#main-E2931>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,未成年人没有继承权
<http://edukg.org/knowledge/3.0/instance/politics#main-E3606>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,法国政体
<http://edukg.org/knowledge/3.0/instance/politics#main-E1416>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,区域
<http://edukg.org/knowledge/3.0/instance/politics#main-E2040>,<http://www.w3.org/2002/07/owl#NamedIndividual>,团队
<http://edukg.org/knowledge/3.0/instance/politics#main-E3925>,<http://edukg.org/knowledge/3.0/class/politics#main-C48>,非公有制经济
<http://edukg.org/knowledge/3.0/instance/politics#main-E1455>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,个体
<http://edukg.org/knowledge/3.0/instance/politics#main-E4698>,<http://www.w3.org/2002/07/owl#NamedIndividual>,司法保障
<http://edukg.org/knowledge/3.0/instance/politics#main-E163>,<http://www.w3.org/2002/07/owl#NamedIndividual>,国家
<http://edukg.org/knowledge/3.0/instance/politics#main-E2321>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,宝剑锋从磨砺出，梅花香自苦寒来
<http://edukg.org/knowledge/3.0/instance/politics#main-E2805>,<http://www.w3.org/2002/07/owl#NamedIndividual>,纳税人
<http://edukg.org/knowledge/3.0/instance/politics#main-E1126>,<http://edukg.org/knowledge/3.0/class/politics#main-C15>,维护受教育权
<http://edukg.org/knowledge/3.0/instance/politics#main-E1855>,<http://www.w3.org/2002/07/owl#NamedIndividual>,外资经济
<http://edukg.org/knowledge/3.0/instance/politics#main-E4355>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,进取精神
<http://edukg.org/knowledge/3.0/instance/politics#main-E2913>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,我爱我家
<http://edukg.org/knowledge/3.0/instance/politics#main-E3980>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,文化建设
<http://edukg.org/knowledge/3.0/instance/politics#main-E4717>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,世界和平
<http://edukg.org/knowledge/3.0/instance/politics#main-E274>,<http://edukg.org/knowledge/3.0/class/politics#main-C15>,自主选择权
<http://edukg.org/knowledge/3.0/instance/politics#main-E4611>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,人的价值
<http://edukg.org/knowledge/3.0/instance/politics#main-E103>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,科学技术
<http://edukg.org/knowledge/3.0/instance/politics#main-E3006>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,男女同学相处
<http://edukg.org/knowledge/3.0/instance/politics#main-E4560>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,参加家务劳动
<http://edukg.org/knowledge/3.0/instance/politics#main-E384>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,沟通
<http://edukg.org/knowledge/3.0/instance/politics#main-E4461>,<http://www.w3.org/2002/07/owl#NamedIndividual>,立党之本
<http://edukg.org/knowledge/3.0/instance/politics#main-E1478>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,文字
<http://edukg.org/knowledge/3.0/instance/politics#main-E4700>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,集体
<http://edukg.org/knowledge/3.0/instance/politics#main-E1494>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,青春期情感
<http://edukg.org/knowledge/3.0/instance/politics#main-E754>,<http://edukg.org/knowledge/3.0/class/politics#main-C15>,表达权
<http://edukg.org/knowledge/3.0/instance/politics#main-E1849>,<http://www.w3.org/2002/07/owl#NamedIndividual>,选择价值观
<http://edukg.org/knowledge/3.0/instance/politics#main-E2472>,<http://edukg.org/knowledge/3.0/class/politics#main-C15>,侵害隐私权
<http://edukg.org/knowledge/3.0/instance/politics#main-E3487>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,单亲家庭
<http://edukg.org/knowledge/3.0/instance/politics#main-E2550>,<http://www.w3.org/2002/07/owl#NamedIndividual>,参与权
<http://edukg.org/knowledge/3.0/instance/politics#main-E3794>,<http://edukg.org/knowledge/3.0/class/politics#main-C36>,经营
<http://edukg.org/knowledge/3.0/instance/politics#main-E2957>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,文化创新
<http://edukg.org/knowledge/3.0/instance/politics#main-E519>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,选择朋友
<http://edukg.org/knowledge/3.0/instance/politics#main-E3094>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,人生需自立
<http://edukg.org/knowledge/3.0/instance/politics#main-E3033>,<http://edukg.org/knowledge/3.0/class/politics#main-C36>,企业经营
<http://edukg.org/knowledge/3.0/instance/politics#main-E2235>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,我国人民
<http://edukg.org/knowledge/3.0/instance/politics#main-E3470>,<http://www.w3.org/2002/07/owl#NamedIndividual>,立法保障
<http://edukg.org/knowledge/3.0/instance/politics#main-E3880>,<http://edukg.org/knowledge/3.0/class/politics#main-C15>,使用权
<http://edukg.org/knowledge/3.0/instance/politics#main-E4690>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,如何看待追星
<http://edukg.org/knowledge/3.0/instance/politics#main-E1751>,<http://www.w3.org/2002/07/owl#NamedIndividual>,排他性
<http://edukg.org/knowledge/3.0/instance/politics#main-E1385>,<http://www.w3.org/2002/07/owl#NamedIndividual>,民族平等原则
<http://edukg.org/knowledge/3.0/instance/politics#main-E1757>,<http://edukg.org/knowledge/3.0/class/politics#main-C29>,科学性
<http://edukg.org/knowledge/3.0/instance/politics#main-E2011>,<http://edukg.org/knowledge/3.0/class/politics#main-C16>,道德义务
<http://edukg.org/knowledge/3.0/instance/politics#main-E4039>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,外交政策
<http://edukg.org/knowledge/3.0/instance/politics#main-E1562>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,优秀文化
<http://edukg.org/knowledge/3.0/instance/politics#main-E1853>,<http://edukg.org/knowledge/3.0/class/politics#main-C29>,发展的实质
<http://edukg.org/knowledge/3.0/instance/politics#main-E288>,<http://www.w3.org/2002/07/owl#NamedIndividual>,金属货币
<http://edukg.org/knowledge/3.0/instance/politics#main-E2287>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,代位继承
<http://edukg.org/knowledge/3.0/instance/politics#main-E3410>,<http://www.w3.org/2002/07/owl#NamedIndividual>,价值规律
<http://edukg.org/knowledge/3.0/instance/politics#main-E4261>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,家庭结构
<http://edukg.org/knowledge/3.0/instance/politics#main-E921>,<http://www.w3.org/2002/07/owl#NamedIndividual>,贸易全球化
<http://edukg.org/knowledge/3.0/instance/politics#main-E2718>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,谁都不能违法
<http://edukg.org/knowledge/3.0/instance/politics#main-E4385>,<http://edukg.org/knowledge/3.0/class/politics#main-C15>,保护隐私权
<http://edukg.org/knowledge/3.0/instance/politics#main-E4427>,<http://edukg.org/knowledge/3.0/class/politics#main-C15>,正当防卫
<http://edukg.org/knowledge/3.0/instance/politics#main-E228>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,明清时期
<http://edukg.org/knowledge/3.0/instance/politics#main-E3232>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,勿失分寸
<http://edukg.org/knowledge/3.0/instance/politics#main-E3874>,<http://www.w3.org/2002/07/owl#NamedIndividual>,道德目标
<http://edukg.org/knowledge/3.0/instance/politics#main-E2061>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,载人航天精神
<http://edukg.org/knowledge/3.0/instance/politics#main-E537>,<http://www.w3.org/2002/07/owl#NamedIndividual>,民主
<http://edukg.org/knowledge/3.0/instance/politics#main-E3860>,<http://www.w3.org/2002/07/owl#NamedIndividual>,个人
<http://edukg.org/knowledge/3.0/instance/politics#main-E1815>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,竞争
<http://edukg.org/knowledge/3.0/instance/politics#main-E474>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,等额选举
<http://edukg.org/knowledge/3.0/instance/politics#main-E2689>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,追求个性
<http://edukg.org/knowledge/3.0/instance/politics#main-E1668>,<http://www.w3.org/2002/07/owl#NamedIndividual>,人生自强少年始
<http://edukg.org/knowledge/3.0/instance/politics#main-E1340>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,我国人口
<http://edukg.org/knowledge/3.0/instance/politics#main-E4678>,<http://edukg.org/knowledge/3.0/class/politics#main-C29>,辩证否定观
<http://edukg.org/knowledge/3.0/instance/politics#main-E2695>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,国务院
<http://edukg.org/knowledge/3.0/instance/politics#main-E4336>,<http://edukg.org/knowledge/3.0/class/politics#main-C9>,依法执政
<http://edukg.org/knowledge/3.0/instance/politics#main-E4283>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,真善美
<http://edukg.org/knowledge/3.0/instance/politics#main-E2184>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,不良诱惑
<http://edukg.org/knowledge/3.0/instance/politics#main-E1363>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,中央银行
<http://edukg.org/knowledge/3.0/instance/politics#main-E3093>,<http://www.w3.org/2002/07/owl#NamedIndividual>,社会主义
<http://edukg.org/knowledge/3.0/instance/politics#main-E3716>,<http://www.w3.org/2002/07/owl#NamedIndividual>,挫折也美丽
<http://edukg.org/knowledge/3.0/instance/politics#main-E2032>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,自我
<http://edukg.org/knowledge/3.0/instance/politics#main-E3040>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,合作
<http://edukg.org/knowledge/3.0/instance/politics#main-E2660>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,自然灾害
<http://edukg.org/knowledge/3.0/instance/politics#main-E2066>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,政府
<http://edukg.org/knowledge/3.0/instance/politics#main-E3868>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,环境保护
<http://edukg.org/knowledge/3.0/instance/politics#main-E2046>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,生活离不开法律
<http://edukg.org/knowledge/3.0/instance/politics#main-E1318>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,创新
<http://edukg.org/knowledge/3.0/instance/politics#main-E4193>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,朋友
<http://edukg.org/knowledge/3.0/instance/politics#main-E3987>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,角色
<http://edukg.org/knowledge/3.0/instance/politics#main-E4671>,<http://edukg.org/knowledge/3.0/class/politics#main-C34>,宋元明
<http://edukg.org/knowledge/3.0/instance/politics#main-E3176>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,侵害
<http://edukg.org/knowledge/3.0/instance/politics#main-E363>,<http://www.w3.org/2002/07/owl#NamedIndividual>,尊重他人
<http://edukg.org/knowledge/3.0/instance/politics#main-E1717>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,集会游行
<http://edukg.org/knowledge/3.0/instance/politics#main-E1491>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,消费功能
<http://edukg.org/knowledge/3.0/instance/politics#main-E3245>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,友情
<http://edukg.org/knowledge/3.0/instance/politics#main-E4011>,<http://www.w3.org/2002/07/owl#NamedIndividual>,多种方式就业观
<http://edukg.org/knowledge/3.0/instance/politics#main-E3078>,<http://edukg.org/knowledge/3.0/class/politics#main-C36>,收入差距
<http://edukg.org/knowledge/3.0/instance/politics#main-E2510>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,宪法
<http://edukg.org/knowledge/3.0/instance/politics#main-E3360>,<http://www.w3.org/2002/07/owl#NamedIndividual>,商业银行
<http://edukg.org/knowledge/3.0/instance/politics#main-E4211>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,生活
<http://edukg.org/knowledge/3.0/instance/politics#main-E2491>,<http://www.w3.org/2002/07/owl#NamedIndividual>,逆境
<http://edukg.org/knowledge/3.0/instance/politics#main-E4485>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,培养自立
<http://edukg.org/knowledge/3.0/instance/politics#main-E3525>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,私营经济
<http://edukg.org/knowledge/3.0/instance/politics#main-E2797>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,情绪就是情感
<http://edukg.org/knowledge/3.0/instance/politics#main-E1768>,<http://www.w3.org/2002/07/owl#NamedIndividual>,诚信守则四
<http://edukg.org/knowledge/3.0/instance/politics#main-E4478>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,政务公开
<http://edukg.org/knowledge/3.0/instance/politics#main-E1101>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,走进青春
<http://edukg.org/knowledge/3.0/instance/politics#main-E2568>,<http://www.w3.org/2002/07/owl#NamedIndividual>,人格权
<http://edukg.org/knowledge/3.0/instance/politics#main-E2914>,<http://edukg.org/knowledge/3.0/class/politics#main-C9>,民主监督
<http://edukg.org/knowledge/3.0/instance/politics#main-E3604>,<http://edukg.org/knowledge/3.0/class/politics#main-C17>,最高行政机关
<http://edukg.org/knowledge/3.0/instance/politics#main-E789>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,广泛性
<http://edukg.org/knowledge/3.0/instance/politics#main-E4086>,<http://www.w3.org/2002/07/owl#NamedIndividual>,黑客
<http://edukg.org/knowledge/3.0/instance/politics#main-E448>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,文化又是世界的
<http://edukg.org/knowledge/3.0/instance/politics#main-E3965>,<http://www.w3.org/2002/07/owl#NamedIndividual>,资本全球化
<http://edukg.org/knowledge/3.0/instance/politics#main-E4596>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,规定
<http://edukg.org/knowledge/3.0/instance/politics#main-E196>,<http://www.w3.org/2002/07/owl#NamedIndividual>,子女
<http://edukg.org/knowledge/3.0/instance/politics#main-E833>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,公司
<http://edukg.org/knowledge/3.0/instance/politics#main-E311>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,假冒伪劣产品
<http://edukg.org/knowledge/3.0/instance/politics#main-E124>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,税收
<http://edukg.org/knowledge/3.0/instance/politics#main-E4006>,<http://edukg.org/knowledge/3.0/class/politics#main-C15>,诉讼
<http://edukg.org/knowledge/3.0/instance/politics#main-E3500>,<http://www.w3.org/2002/07/owl#NamedIndividual>,生产决定分配
<http://edukg.org/knowledge/3.0/instance/politics#main-E100>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,赢得信任
<http://edukg.org/knowledge/3.0/instance/politics#main-E535>,<http://edukg.org/knowledge/3.0/class/politics#main-C36>,生产关系
<http://edukg.org/knowledge/3.0/instance/politics#main-E2215>,<http://www.w3.org/2002/07/owl#NamedIndividual>,公共安全
<http://edukg.org/knowledge/3.0/instance/politics#main-E4410>,<http://www.w3.org/2002/07/owl#NamedIndividual>,国家维护公平
<http://edukg.org/knowledge/3.0/instance/politics#main-E68>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,神州遍开文明花
<http://edukg.org/knowledge/3.0/instance/politics#main-E2007>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,大众传媒
<http://edukg.org/knowledge/3.0/instance/politics#main-E148>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,相对稳定性
<http://edukg.org/knowledge/3.0/instance/politics#main-E630>,<http://edukg.org/knowledge/3.0/class/politics#main-C9>,民主决策
<http://edukg.org/knowledge/3.0/instance/politics#main-E615>,<http://www.w3.org/2002/07/owl#NamedIndividual>,社会变革
<http://edukg.org/knowledge/3.0/instance/politics#main-E632>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,为什么
<http://edukg.org/knowledge/3.0/instance/politics#main-E2381>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,信任
<http://edukg.org/knowledge/3.0/instance/politics#main-E1508>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,共创和谐伟业
<http://edukg.org/knowledge/3.0/instance/politics#main-E2063>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,青春
<http://edukg.org/knowledge/3.0/instance/politics#main-E3459>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,文化现象
<http://edukg.org/knowledge/3.0/instance/politics#main-E812>,<http://www.w3.org/2002/07/owl#NamedIndividual>,认识
<http://edukg.org/knowledge/3.0/instance/politics#main-E1252>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,公共服务
<http://edukg.org/knowledge/3.0/instance/politics#main-E2332>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,自尊者豁达
<http://edukg.org/knowledge/3.0/instance/politics#main-E380>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,社会群体
<http://edukg.org/knowledge/3.0/instance/politics#main-E418>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,难报三春晖
<http://edukg.org/knowledge/3.0/instance/politics#main-E2377>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,美
<http://edukg.org/knowledge/3.0/instance/politics#main-E2794>,<http://www.w3.org/2002/07/owl#NamedIndividual>,收入
<http://edukg.org/knowledge/3.0/instance/politics#main-E907>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,友谊
<http://edukg.org/knowledge/3.0/instance/politics#main-E1755>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,主刑
<http://edukg.org/knowledge/3.0/instance/politics#main-E3267>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,商业保险
<http://edukg.org/knowledge/3.0/instance/politics#main-E898>,<http://www.w3.org/2002/07/owl#NamedIndividual>,消费观念
<http://edukg.org/knowledge/3.0/instance/politics#main-E1982>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,文化发展
<http://edukg.org/knowledge/3.0/instance/politics#main-E2089>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,活期储蓄
<http://edukg.org/knowledge/3.0/instance/politics#main-E4148>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,承担责任
<http://edukg.org/knowledge/3.0/instance/politics#main-E1092>,<http://www.w3.org/2002/07/owl#NamedIndividual>,钱货两清消费
<http://edukg.org/knowledge/3.0/instance/politics#main-E3856>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,理论来源
<http://edukg.org/knowledge/3.0/instance/politics#main-E1630>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,为什么要尊重劳动者
<http://edukg.org/knowledge/3.0/instance/politics#main-E628>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,发展战略
<http://edukg.org/knowledge/3.0/instance/politics#main-E3785>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,自由职业人员
<http://edukg.org/knowledge/3.0/instance/politics#main-E357>,<http://edukg.org/knowledge/3.0/class/politics#main-C29>,认识具有无限性
<http://edukg.org/knowledge/3.0/instance/politics#main-E3986>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,价值尺度
<http://edukg.org/knowledge/3.0/instance/politics#main-E918>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,品质赢得市场
<http://edukg.org/knowledge/3.0/instance/politics#main-E2139>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,诚信是金
<http://edukg.org/knowledge/3.0/instance/politics#main-E2168>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,文化运动
<http://edukg.org/knowledge/3.0/instance/politics#main-E205>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,换位思考
<http://edukg.org/knowledge/3.0/instance/politics#main-E1047>,<http://www.w3.org/2002/07/owl#NamedIndividual>,狭义文化
<http://edukg.org/knowledge/3.0/instance/politics#main-E3919>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,政治概念
<http://edukg.org/knowledge/3.0/instance/politics#main-E3242>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,人格尊严权
<http://edukg.org/knowledge/3.0/instance/politics#main-E3741>,<http://www.w3.org/2002/07/owl#NamedIndividual>,自然科学前提
<http://edukg.org/knowledge/3.0/instance/politics#main-E1191>,<http://www.w3.org/2002/07/owl#NamedIndividual>,社会主义理论体系
<http://edukg.org/knowledge/3.0/instance/politics#main-E2328>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,自我保护
<http://edukg.org/knowledge/3.0/instance/politics#main-E2145>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,通货紧缩
<http://edukg.org/knowledge/3.0/instance/politics#main-E3828>,<http://edukg.org/knowledge/3.0/class/politics#main-C15>,肖像获酬权
<http://edukg.org/knowledge/3.0/instance/politics#main-E3103>,<http://www.w3.org/2002/07/owl#NamedIndividual>,罚款
<http://edukg.org/knowledge/3.0/instance/politics#main-E3204>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,人民法院
<http://edukg.org/knowledge/3.0/instance/politics#main-E3684>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,五四宪法
<http://edukg.org/knowledge/3.0/instance/politics#main-E3533>,<http://www.w3.org/2002/07/owl#NamedIndividual>,特长
<http://edukg.org/knowledge/3.0/instance/politics#main-E97>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,语言文明
<http://edukg.org/knowledge/3.0/instance/politics#main-E3692>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,择其善者而从之其不善者而改之
<http://edukg.org/knowledge/3.0/instance/politics#main-E922>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,公民基本权利
<http://edukg.org/knowledge/3.0/instance/politics#main-E2501>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,国家利益
<http://edukg.org/knowledge/3.0/instance/politics#main-E1015>,<http://www.w3.org/2002/07/owl#NamedIndividual>,怎样孝敬父母
<http://edukg.org/knowledge/3.0/instance/politics#main-E3490>,<http://www.w3.org/2002/07/owl#NamedIndividual>,生物进化论
<http://edukg.org/knowledge/3.0/instance/politics#main-E4397>,<http://edukg.org/knowledge/3.0/class/politics#main-C1>,肖像权侵权
<http://edukg.org/knowledge/3.0/instance/politics#main-E4512>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,节约资源
<http://edukg.org/knowledge/3.0/instance/politics#main-E912>,<http://www.w3.org/2002/07/owl#NamedIndividual>,行政诉讼
<http://edukg.org/knowledge/3.0/instance/politics#main-E4443>,<http://edukg.org/knowledge/3.0/class/politics#main-C33>,情绪的积极影响
<http://edukg.org/knowledge/3.0/instance/politics#main-E1781>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,自卑
<http://edukg.org/knowledge/3.0/instance/politics#main-E2451>,<http://edukg.org/knowledge/3.0/class/politics#main-C15>,选举权
<http://edukg.org/knowledge/3.0/instance/politics#main-E713>,<http://www.w3.org/2002/07/owl#NamedIndividual>,宽容
<http://edukg.org/knowledge/3.0/instance/politics#main-E4314>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,社会矛盾
<http://edukg.org/knowledge/3.0/instance/politics#main-E1209>,<http://edukg.org/knowledge/3.0/class/politics#main-C15>,政治自由
<http://edukg.org/knowledge/3.0/instance/politics#main-E251>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,劳动创造了物质文明
<http://edukg.org/knowledge/3.0/instance/politics#main-E4528>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,人生难免有挫折
<http://edukg.org/knowledge/3.0/instance/politics#main-E935>,<http://www.w3.org/2002/07/owl#NamedIndividual>,古代中华文化
<http://edukg.org/knowledge/3.0/instance/politics#main-E542>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,和平问题
<http://edukg.org/knowledge/3.0/instance/politics#main-E933>,<http://edukg.org/knowledge/3.0/class/politics#main-C0>,刑罚
