uri,cls,label
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1301>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C24>,化学反应
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E800>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,铂原子
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3658>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C34>,浓硫酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E996>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C52>,纤维素
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1039>,<http://www.w3.org/2002/07/owl#NamedIndividual>,硅胶
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3119>,<http://www.w3.org/2002/07/owl#NamedIndividual>,$CaCl_{2}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3218>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,铁红
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2414>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C40>,金属铜
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1785>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,苯
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3237>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,反应生成水物质
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2847>,<http://www.w3.org/2002/07/owl#NamedIndividual>,拉瓦锡
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E962>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,N2
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4352>,<http://www.w3.org/2002/07/owl#NamedIndividual>,等离子体
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E464>,<http://www.w3.org/2002/07/owl#NamedIndividual>,工业生产硫酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2701>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,核外电子
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2257>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电解池
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3651>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,金刚石
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2611>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,铜锈
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1044>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,酸溶液
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1277>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$Cu_{2}O$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E738>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氧化银中银的化合价
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1994>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,酸性氧化物
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3601>,<http://www.w3.org/2002/07/owl#NamedIndividual>,补血剂
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4202>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,侯氏制碱法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4258>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,牵引力
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4262>,<http://www.w3.org/2002/07/owl#NamedIndividual>,硫代硫酸钠
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E933>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,离子化合物
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2135>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C36>,浓盐酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2427>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,烷烃
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1372>,<http://www.w3.org/2002/07/owl#NamedIndividual>,苛性钠
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E952>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,金属过氧化物
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E313>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,高压汞灯
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3405>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C41>,白磷
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3519>,<http://www.w3.org/2002/07/owl#NamedIndividual>,泡沫灭火器灭火
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2672>,<http://www.w3.org/2002/07/owl#NamedIndividual>,雨水
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4194>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,直接肥料
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2700>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,双氧水
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E224>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C39>,稀有气体
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3573>,<http://www.w3.org/2002/07/owl#NamedIndividual>,NaI
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2791>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,次氯酸盐
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4044>,<http://www.w3.org/2002/07/owl#NamedIndividual>,磷酸锌
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E472>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,摩尔
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1606>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,烃类燃烧
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1712>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,质谱法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1772>,<http://www.w3.org/2002/07/owl#NamedIndividual>,质量
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4284>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,分子间作用力
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2299>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,水浴加热
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2424>,<http://www.w3.org/2002/07/owl#NamedIndividual>,硝酸银
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E15>,<http://www.w3.org/2002/07/owl#NamedIndividual>,$C_{6}H_{6}O$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E22>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,小苏打
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1188>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,MgO
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1542>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氢氧化亚铁中铁的化合价
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3710>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C55>,聚丙烯
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3291>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,使带火星木条复燃的物质
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E452>,<http://www.w3.org/2002/07/owl#NamedIndividual>,黑色金属
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2581>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,非金属氢化物
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1374>,<http://www.w3.org/2002/07/owl#NamedIndividual>,二氯甲烷
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3044>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氧化性
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3018>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,MPEG
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3233>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,如何保护臭氧层
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4349>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,溶液
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1315>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$MgBr_{2}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1673>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,尼古丁
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1094>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,还原剂
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3777>,<http://www.w3.org/2002/07/owl#NamedIndividual>,沉淀$Mg^{2+}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3036>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C8>,平均值法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1063>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,直流输电
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1401>,<http://www.w3.org/2002/07/owl#NamedIndividual>,臭氧
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2738>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,五氧化二磷
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E468>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,微粒
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1803>,<http://www.w3.org/2002/07/owl#NamedIndividual>,金刚石晶体
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3797>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,饱和烃
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E312>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氧化银
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1154>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C5>,光谱分析
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E374>,<http://www.w3.org/2002/07/owl#NamedIndividual>,酮
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3557>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,同分异构体
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1944>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C31>,腈纶
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1446>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,AgCl
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E865>,<http://www.w3.org/2002/07/owl#NamedIndividual>,碱性氧化物
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3200>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,N$HNO_{3}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E718>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,电解池电解原理
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3807>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,电离能
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4075>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,阿伏伽德罗常数
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4108>,<http://www.w3.org/2002/07/owl#NamedIndividual>,$AlCl_{3}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2863>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氯酸钾
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2569>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,光
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1237>,<http://www.w3.org/2002/07/owl#NamedIndividual>,日光灯镇流器
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3752>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C31>,草酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3619>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,集气瓶
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3256>,<http://www.w3.org/2002/07/owl#NamedIndividual>,顺推法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2903>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,化学方程式
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2323>,<http://www.w3.org/2002/07/owl#NamedIndividual>,溴化钡
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4134>,<http://www.w3.org/2002/07/owl#NamedIndividual>,$SO_{2}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3021>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,手性分子
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3492>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,蓝矾
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4112>,<http://www.w3.org/2002/07/owl#NamedIndividual>,聚四氟乙烯
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E761>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,钝化
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4105>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C14>,三聚氰胺
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3019>,<http://www.w3.org/2002/07/owl#NamedIndividual>,纯净水
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4182>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,臭氧层
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1285>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,红外
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E305>,<http://www.w3.org/2002/07/owl#NamedIndividual>,亚硫酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3295>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,奇数配偶法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E779>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,麦芽糖
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E260>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,合成纤维燃烧
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1163>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C23>,氧
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2309>,<http://www.w3.org/2002/07/owl#NamedIndividual>,可溶性碱
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E41>,<http://www.w3.org/2002/07/owl#NamedIndividual>,碘化氢
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2819>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,铁架台
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E598>,<http://www.w3.org/2002/07/owl#NamedIndividual>,侯氏联合制碱法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2232>,<http://www.w3.org/2002/07/owl#NamedIndividual>,简易测力计
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1227>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$H_{2}SO_{3}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E695>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C20>,铝原子
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3205>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氧化钙
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2601>,<http://www.w3.org/2002/07/owl#NamedIndividual>,四氯化碳
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E528>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,溴化亚铁中铁的化合价
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2056>,<http://www.w3.org/2002/07/owl#NamedIndividual>,蒸馏
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E18>,<http://www.w3.org/2002/07/owl#NamedIndividual>,$（C_{6}H_{10}O_{5}）_{n}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2240>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,沉淀
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E346>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$C_{2}H_{4}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2235>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C48>,氯化钠
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,冷凝管
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3230>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C8>,氧化还原滴定法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1568>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,晶格能
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3027>,<http://www.w3.org/2002/07/owl#NamedIndividual>,羟基
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E524>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,酚醛树脂的合成
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1975>,<http://www.w3.org/2002/07/owl#NamedIndividual>,蛋白质含量
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E868>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,水
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2756>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,传动机构
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2639>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,海底矿物
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2372>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氢氧根 
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3634>,<http://www.w3.org/2002/07/owl#NamedIndividual>,亚铁离子
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3030>,<http://www.w3.org/2002/07/owl#NamedIndividual>,三氧化二氯中氯的化合价
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2248>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,容量瓶
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3510>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C31>,硬脂酸甘油酯
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1214>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,质子数
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2271>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,焦炭
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E804>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,加水
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1564>,<http://www.w3.org/2002/07/owl#NamedIndividual>,活化能
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1850>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$NH_{3}·H_{2}O$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E567>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,医用酒精
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4335>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氯化硅
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E410>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,热还原法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2325>,<http://www.w3.org/2002/07/owl#NamedIndividual>,原子轨道
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E732>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,羊毛纤维燃烧
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2949>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,原子序数
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2552>,<http://www.w3.org/2002/07/owl#NamedIndividual>,红外光谱仪
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3984>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,机床
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2320>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,84消毒液
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3142>,<http://www.w3.org/2002/07/owl#NamedIndividual>,$C_{2}H_{4}O$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E608>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,精细化工
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3605>,<http://www.w3.org/2002/07/owl#NamedIndividual>,过氧化物
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E690>,<http://www.w3.org/2002/07/owl#NamedIndividual>,海水“晒盐”
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1858>,<http://www.w3.org/2002/07/owl#NamedIndividual>,二氧化氮
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2777>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C20>,化学元素
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1804>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,亚硫酸铵
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E688>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,质子
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1626>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氢氧化铜
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1792>,<http://www.w3.org/2002/07/owl#NamedIndividual>,化学反应的一般原理
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4008>,<http://www.w3.org/2002/07/owl#NamedIndividual>,化学实验
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4132>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,硫酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2125>,<http://www.w3.org/2002/07/owl#NamedIndividual>,$K_{3}PO_{4}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3457>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,赫兹实验
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1631>,<http://www.w3.org/2002/07/owl#NamedIndividual>,HF
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1863>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C4>,守恒规律
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2749>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氨气
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2618>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氯化亚铁溶液
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3306>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C7>,氨碱法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3593>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,化合价
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E892>,<http://www.w3.org/2002/07/owl#NamedIndividual>,次氯酸钠
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1087>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$CuSO_{4}·5H_{2}O$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E114>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,电子天平
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2124>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,核素
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2277>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,对比实验设计
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3827>,<http://www.w3.org/2002/07/owl#NamedIndividual>,钢
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1690>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,盐酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1232>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,$KHCO_{3}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E342>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,有机玻璃
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4118>,<http://www.w3.org/2002/07/owl#NamedIndividual>,新型电池
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2368>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,铝土矿
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E502>,<http://www.w3.org/2002/07/owl#NamedIndividual>,官能团异构
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2358>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氪气
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E628>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,玛丽·居里
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E510>,<http://www.w3.org/2002/07/owl#NamedIndividual>,反应焓变（反应热）的简单计算
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E206>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$Ba^{2+}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2200>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,反式结构
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2307>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C31>,煤
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1517>,<http://www.w3.org/2002/07/owl#NamedIndividual>,盐类水解
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E42>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C47>,氧化钠
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1854>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,亚硫酸钡
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4185>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氧气的验满
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2640>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氯化铁溶液
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E514>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,电解熔融状态氧化铝的反应
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1845>,<http://www.w3.org/2002/07/owl#NamedIndividual>,葡萄糖
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3695>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,原子结构
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3621>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,单一分类法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2864>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,延展性
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2436>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,米勒
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E330>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,次氯酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3046>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$BaSO_{4}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1155>,<http://www.w3.org/2002/07/owl#NamedIndividual>,亚里士多德
