uri,cls,label
<http://edukg.org/knowledge/3.0/instance/physics#main-E393>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,分
<http://edukg.org/knowledge/3.0/instance/physics#main-E1009>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,噪声发电
<http://edukg.org/knowledge/3.0/instance/physics#main-E169>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电场中无约束情况下的匀速圆周运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E62>,<http://www.w3.org/2002/07/owl#NamedIndividual>,分子
<http://edukg.org/knowledge/3.0/instance/physics#main-E2013>,<http://www.w3.org/2002/07/owl#NamedIndividual>,共鸣
<http://edukg.org/knowledge/3.0/instance/physics#main-E511>,<http://www.w3.org/2002/07/owl#NamedIndividual>,峰值
<http://edukg.org/knowledge/3.0/instance/physics#main-E386>,<http://www.w3.org/2002/07/owl#NamedIndividual>,调幅
<http://edukg.org/knowledge/3.0/instance/physics#main-E1545>,<http://www.w3.org/2002/07/owl#NamedIndividual>,开普勒第三定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E983>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,平面镜
<http://edukg.org/knowledge/3.0/instance/physics#main-E2093>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电流法
<http://edukg.org/knowledge/3.0/instance/physics#main-E331>,<http://www.w3.org/2002/07/owl#NamedIndividual>,合运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E1032>,<http://www.w3.org/2002/07/owl#NamedIndividual>,双感应电动势
<http://edukg.org/knowledge/3.0/instance/physics#main-E2001>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,密度公式
<http://edukg.org/knowledge/3.0/instance/physics#main-E1430>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,纳米
<http://edukg.org/knowledge/3.0/instance/physics#main-E682>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,磁通量
<http://edukg.org/knowledge/3.0/instance/physics#main-E1363>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,斜面
<http://edukg.org/knowledge/3.0/instance/physics#main-E795>,<http://www.w3.org/2002/07/owl#NamedIndividual>,试电笔
<http://edukg.org/knowledge/3.0/instance/physics#main-E1691>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电功率
<http://edukg.org/knowledge/3.0/instance/physics#main-E780>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,能源
<http://edukg.org/knowledge/3.0/instance/physics#main-E2159>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,光谱
<http://edukg.org/knowledge/3.0/instance/physics#main-E1254>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,衰变
<http://edukg.org/knowledge/3.0/instance/physics#main-E744>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,凝华
<http://edukg.org/knowledge/3.0/instance/physics#main-E1317>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,系统动能定理
<http://edukg.org/knowledge/3.0/instance/physics#main-E1271>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,工作机械
<http://edukg.org/knowledge/3.0/instance/physics#main-E334>,<http://edukg.org/knowledge/3.0/class/physics#main-C15>,匀速直线运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E1498>,<http://www.w3.org/2002/07/owl#NamedIndividual>,凹面镜
<http://edukg.org/knowledge/3.0/instance/physics#main-E1470>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,经典时空观
<http://edukg.org/knowledge/3.0/instance/physics#main-E1551>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,乐音
<http://edukg.org/knowledge/3.0/instance/physics#main-E725>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,电容器放电
<http://edukg.org/knowledge/3.0/instance/physics#main-E1281>,<http://www.w3.org/2002/07/owl#NamedIndividual>,摩擦力做功
<http://edukg.org/knowledge/3.0/instance/physics#main-E1147>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,传动问题
<http://edukg.org/knowledge/3.0/instance/physics#main-E21>,<http://www.w3.org/2002/07/owl#NamedIndividual>,噪声
<http://edukg.org/knowledge/3.0/instance/physics#main-E834>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,轻杆模型
<http://edukg.org/knowledge/3.0/instance/physics#main-E431>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,宏观
<http://edukg.org/knowledge/3.0/instance/physics#main-E616>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电信号
<http://edukg.org/knowledge/3.0/instance/physics#main-E842>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,铡刀
<http://edukg.org/knowledge/3.0/instance/physics#main-E1270>,<http://www.w3.org/2002/07/owl#NamedIndividual>,光电计时器
<http://edukg.org/knowledge/3.0/instance/physics#main-E833>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,太阳能的利用
<http://edukg.org/knowledge/3.0/instance/physics#main-E552>,<http://edukg.org/knowledge/3.0/class/physics#main-C11>,万有引力
<http://edukg.org/knowledge/3.0/instance/physics#main-E1269>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电路元件
<http://edukg.org/knowledge/3.0/instance/physics#main-E164>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,照相机
<http://edukg.org/knowledge/3.0/instance/physics#main-E225>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,火箭发射
<http://edukg.org/knowledge/3.0/instance/physics#main-E617>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,投影仪
<http://edukg.org/knowledge/3.0/instance/physics#main-E2053>,<http://www.w3.org/2002/07/owl#NamedIndividual>,内电压
<http://edukg.org/knowledge/3.0/instance/physics#main-E732>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,我国载人航天事业
<http://edukg.org/knowledge/3.0/instance/physics#main-E2151>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,光电流强度
<http://edukg.org/knowledge/3.0/instance/physics#main-E1689>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,放大镜
<http://edukg.org/knowledge/3.0/instance/physics#main-E112>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,广义相对性原理
<http://edukg.org/knowledge/3.0/instance/physics#main-E865>,<http://www.w3.org/2002/07/owl#NamedIndividual>,临界问题
<http://edukg.org/knowledge/3.0/instance/physics#main-E1972>,<http://www.w3.org/2002/07/owl#NamedIndividual>,测力计
<http://edukg.org/knowledge/3.0/instance/physics#main-E1964>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,电热
<http://edukg.org/knowledge/3.0/instance/physics#main-E1472>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,验光配镜原理
<http://edukg.org/knowledge/3.0/instance/physics#main-E1954>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,出租车问题
<http://edukg.org/knowledge/3.0/instance/physics#main-E1098>,<http://www.w3.org/2002/07/owl#NamedIndividual>,道尔顿分压定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E1628>,<http://www.w3.org/2002/07/owl#NamedIndividual>,螺旋测微器
<http://edukg.org/knowledge/3.0/instance/physics#main-E1067>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,中子
<http://edukg.org/knowledge/3.0/instance/physics#main-E672>,<http://www.w3.org/2002/07/owl#NamedIndividual>,摩擦力
<http://edukg.org/knowledge/3.0/instance/physics#main-E550>,<http://www.w3.org/2002/07/owl#NamedIndividual>,风能
<http://edukg.org/knowledge/3.0/instance/physics#main-E2197>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电势能
<http://edukg.org/knowledge/3.0/instance/physics#main-E1962>,<http://www.w3.org/2002/07/owl#NamedIndividual>,外电阻
<http://edukg.org/knowledge/3.0/instance/physics#main-E30>,<http://edukg.org/knowledge/3.0/class/physics#main-C3>,电池
<http://edukg.org/knowledge/3.0/instance/physics#main-E1674>,<http://edukg.org/knowledge/3.0/class/physics#main-C18>,变电站
<http://edukg.org/knowledge/3.0/instance/physics#main-E1644>,<http://edukg.org/knowledge/3.0/class/physics#main-C11>,安培力
<http://edukg.org/knowledge/3.0/instance/physics#main-E154>,<http://www.w3.org/2002/07/owl#NamedIndividual>,非弹性碰撞
<http://edukg.org/knowledge/3.0/instance/physics#main-E202>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,夸克
<http://edukg.org/knowledge/3.0/instance/physics#main-E986>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,听筒
<http://edukg.org/knowledge/3.0/instance/physics#main-E1165>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,温室效应
<http://edukg.org/knowledge/3.0/instance/physics#main-E1086>,<http://www.w3.org/2002/07/owl#NamedIndividual>,高压电
<http://edukg.org/knowledge/3.0/instance/physics#main-E1742>,<http://www.w3.org/2002/07/owl#NamedIndividual>,光的干涉
<http://edukg.org/knowledge/3.0/instance/physics#main-E50>,<http://edukg.org/knowledge/3.0/class/physics#main-C17>,氢能
<http://edukg.org/knowledge/3.0/instance/physics#main-E1939>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,交流发电机
<http://edukg.org/knowledge/3.0/instance/physics#main-E402>,<http://www.w3.org/2002/07/owl#NamedIndividual>,凸透镜成像
<http://edukg.org/knowledge/3.0/instance/physics#main-E1713>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,参照物
<http://edukg.org/knowledge/3.0/instance/physics#main-E72>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,面板
<http://edukg.org/knowledge/3.0/instance/physics#main-E1960>,<http://www.w3.org/2002/07/owl#NamedIndividual>,负功
<http://edukg.org/knowledge/3.0/instance/physics#main-E944>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,伦琴
<http://edukg.org/knowledge/3.0/instance/physics#main-E1737>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,交通信号灯的颜色
<http://edukg.org/knowledge/3.0/instance/physics#main-E1121>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电阻定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E1732>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,EDI
<http://edukg.org/knowledge/3.0/instance/physics#main-E571>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,上下坡法
<http://edukg.org/knowledge/3.0/instance/physics#main-E2074>,<http://edukg.org/knowledge/3.0/class/physics#main-C4>,物理方法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1934>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,研究天体运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E1585>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,蒸发
<http://edukg.org/knowledge/3.0/instance/physics#main-E823>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,多星系统
<http://edukg.org/knowledge/3.0/instance/physics#main-E945>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,光学定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E1888>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,千克
<http://edukg.org/knowledge/3.0/instance/physics#main-E1089>,<http://www.w3.org/2002/07/owl#NamedIndividual>,条形磁铁的磁感线
<http://edukg.org/knowledge/3.0/instance/physics#main-E952>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,网络技术
<http://edukg.org/knowledge/3.0/instance/physics#main-E385>,<http://www.w3.org/2002/07/owl#NamedIndividual>,低压触电
<http://edukg.org/knowledge/3.0/instance/physics#main-E801>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,曲线运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E1411>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电场
<http://edukg.org/knowledge/3.0/instance/physics#main-E1614>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,静电平衡
<http://edukg.org/knowledge/3.0/instance/physics#main-E349>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,电子秤
<http://edukg.org/knowledge/3.0/instance/physics#main-E418>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,功的原理
<http://edukg.org/knowledge/3.0/instance/physics#main-E1028>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,中性面
<http://edukg.org/knowledge/3.0/instance/physics#main-E970>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,会聚光束
<http://edukg.org/knowledge/3.0/instance/physics#main-E324>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电磁相互作用
<http://edukg.org/knowledge/3.0/instance/physics#main-E351>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,摩擦传动
<http://edukg.org/knowledge/3.0/instance/physics#main-E1845>,<http://www.w3.org/2002/07/owl#NamedIndividual>,通电直导线
<http://edukg.org/knowledge/3.0/instance/physics#main-E66>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,同位素
<http://edukg.org/knowledge/3.0/instance/physics#main-E27>,<http://www.w3.org/2002/07/owl#NamedIndividual>,定滑轮
<http://edukg.org/knowledge/3.0/instance/physics#main-E772>,<http://www.w3.org/2002/07/owl#NamedIndividual>,平行板电容器
<http://edukg.org/knowledge/3.0/instance/physics#main-E895>,<http://www.w3.org/2002/07/owl#NamedIndividual>,响度
<http://edukg.org/knowledge/3.0/instance/physics#main-E1750>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,电磁铁磁性强弱
<http://edukg.org/knowledge/3.0/instance/physics#main-E832>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,判定力做功情况
<http://edukg.org/knowledge/3.0/instance/physics#main-E1404>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,双星
<http://edukg.org/knowledge/3.0/instance/physics#main-E1606>,<http://www.w3.org/2002/07/owl#NamedIndividual>,楞次定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E915>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电磁波
<http://edukg.org/knowledge/3.0/instance/physics#main-E790>,<http://www.w3.org/2002/07/owl#NamedIndividual>,平抛运动飞行时间
<http://edukg.org/knowledge/3.0/instance/physics#main-E555>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,宇宙飞船
<http://edukg.org/knowledge/3.0/instance/physics#main-E1375>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,杠杆
<http://edukg.org/knowledge/3.0/instance/physics#main-E320>,<http://www.w3.org/2002/07/owl#NamedIndividual>,空调机
<http://edukg.org/knowledge/3.0/instance/physics#main-E1767>,<http://edukg.org/knowledge/3.0/class/physics#main-C5>,动量定理
<http://edukg.org/knowledge/3.0/instance/physics#main-E1016>,<http://www.w3.org/2002/07/owl#NamedIndividual>,音调
<http://edukg.org/knowledge/3.0/instance/physics#main-E33>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,移动电表法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1321>,<http://www.w3.org/2002/07/owl#NamedIndividual>,密度
<http://edukg.org/knowledge/3.0/instance/physics#main-E2011>,<http://www.w3.org/2002/07/owl#NamedIndividual>,液晶
<http://edukg.org/knowledge/3.0/instance/physics#main-E1335>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,费力杠杆
<http://edukg.org/knowledge/3.0/instance/physics#main-E242>,<http://www.w3.org/2002/07/owl#NamedIndividual>,紫外线
<http://edukg.org/knowledge/3.0/instance/physics#main-E455>,<http://www.w3.org/2002/07/owl#NamedIndividual>,正功
<http://edukg.org/knowledge/3.0/instance/physics#main-E158>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,DVD
<http://edukg.org/knowledge/3.0/instance/physics#main-E360>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,理想气体模型
<http://edukg.org/knowledge/3.0/instance/physics#main-E1256>,<http://edukg.org/knowledge/3.0/class/physics#main-C4>,公式法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1758>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,线状谱
<http://edukg.org/knowledge/3.0/instance/physics#main-E933>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电场力做功
<http://edukg.org/knowledge/3.0/instance/physics#main-E1896>,<http://www.w3.org/2002/07/owl#NamedIndividual>,空调机制冷操作
<http://edukg.org/knowledge/3.0/instance/physics#main-E844>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,反冲运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E474>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,饱和汽压
<http://edukg.org/knowledge/3.0/instance/physics#main-E1289>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,超重
<http://edukg.org/knowledge/3.0/instance/physics#main-E1714>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,弱相互作用
<http://edukg.org/knowledge/3.0/instance/physics#main-E1785>,<http://www.w3.org/2002/07/owl#NamedIndividual>,物理学家
<http://edukg.org/knowledge/3.0/instance/physics#main-E1237>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,恒定电流
<http://edukg.org/knowledge/3.0/instance/physics#main-E2033>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,物态变化
<http://edukg.org/knowledge/3.0/instance/physics#main-E754>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,听到声
<http://edukg.org/knowledge/3.0/instance/physics#main-E400>,<http://edukg.org/knowledge/3.0/class/physics#main-C12>,受迫振动
<http://edukg.org/knowledge/3.0/instance/physics#main-E251>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,平动变转动
<http://edukg.org/knowledge/3.0/instance/physics#main-E434>,<http://www.w3.org/2002/07/owl#NamedIndividual>,匀变速直线运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E864>,<http://www.w3.org/2002/07/owl#NamedIndividual>,滑动摩擦力
<http://edukg.org/knowledge/3.0/instance/physics#main-E1247>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,潜望镜
<http://edukg.org/knowledge/3.0/instance/physics#main-E1694>,<http://www.w3.org/2002/07/owl#NamedIndividual>,用电器
<http://edukg.org/knowledge/3.0/instance/physics#main-E1970>,<http://www.w3.org/2002/07/owl#NamedIndividual>,物镜
<http://edukg.org/knowledge/3.0/instance/physics#main-E2108>,<http://www.w3.org/2002/07/owl#NamedIndividual>,机械波
<http://edukg.org/knowledge/3.0/instance/physics#main-E1751>,<http://www.w3.org/2002/07/owl#NamedIndividual>,安全电压
<http://edukg.org/knowledge/3.0/instance/physics#main-E1497>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电荷量
<http://edukg.org/knowledge/3.0/instance/physics#main-E1439>,<http://www.w3.org/2002/07/owl#NamedIndividual>,学生用电表
<http://edukg.org/knowledge/3.0/instance/physics#main-E191>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电费
<http://edukg.org/knowledge/3.0/instance/physics#main-E160>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,三基色
<http://edukg.org/knowledge/3.0/instance/physics#main-E942>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,太阳辐射
<http://edukg.org/knowledge/3.0/instance/physics#main-E375>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,处理非理想电表
<http://edukg.org/knowledge/3.0/instance/physics#main-E422>,<http://edukg.org/knowledge/3.0/class/physics#main-C4>,去表法
<http://edukg.org/knowledge/3.0/instance/physics#main-E121>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,核裂变
<http://edukg.org/knowledge/3.0/instance/physics#main-E359>,<http://www.w3.org/2002/07/owl#NamedIndividual>,冰水混合物
<http://edukg.org/knowledge/3.0/instance/physics#main-E1044>,<http://www.w3.org/2002/07/owl#NamedIndividual>,折射
<http://edukg.org/knowledge/3.0/instance/physics#main-E1522>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,＞70dB
<http://edukg.org/knowledge/3.0/instance/physics#main-E514>,<http://www.w3.org/2002/07/owl#NamedIndividual>,力矩
<http://edukg.org/knowledge/3.0/instance/physics#main-E2032>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,南极
<http://edukg.org/knowledge/3.0/instance/physics#main-E275>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,单位制
<http://edukg.org/knowledge/3.0/instance/physics#main-E800>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电生磁
<http://edukg.org/knowledge/3.0/instance/physics#main-E1825>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,沉底
<http://edukg.org/knowledge/3.0/instance/physics#main-E250>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,经典粒子
<http://edukg.org/knowledge/3.0/instance/physics#main-E1104>,<http://www.w3.org/2002/07/owl#NamedIndividual>,热平衡定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E1865>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,测定金属电阻率
<http://edukg.org/knowledge/3.0/instance/physics#main-E2026>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,等离子体
<http://edukg.org/knowledge/3.0/instance/physics#main-E1819>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,10dB
<http://edukg.org/knowledge/3.0/instance/physics#main-E1195>,<http://edukg.org/knowledge/3.0/class/physics#main-C17>,弹性势能
<http://edukg.org/knowledge/3.0/instance/physics#main-E979>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,匀减速直线运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E232>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电能表
<http://edukg.org/knowledge/3.0/instance/physics#main-E361>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,极值问题
<http://edukg.org/knowledge/3.0/instance/physics#main-E472>,<http://www.w3.org/2002/07/owl#NamedIndividual>,光速
<http://edukg.org/knowledge/3.0/instance/physics#main-E1680>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,无线电波
<http://edukg.org/knowledge/3.0/instance/physics#main-E452>,<http://www.w3.org/2002/07/owl#NamedIndividual>,雾
<http://edukg.org/knowledge/3.0/instance/physics#main-E947>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,左手定则
<http://edukg.org/knowledge/3.0/instance/physics#main-E1291>,<http://www.w3.org/2002/07/owl#NamedIndividual>,传感器
<http://edukg.org/knowledge/3.0/instance/physics#main-E2039>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,频闪照相
<http://edukg.org/knowledge/3.0/instance/physics#main-E2060>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,X射线
<http://edukg.org/knowledge/3.0/instance/physics#main-E962>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,神经性耳聋
<http://edukg.org/knowledge/3.0/instance/physics#main-E815>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,电饭锅
<http://edukg.org/knowledge/3.0/instance/physics#main-E631>,<http://www.w3.org/2002/07/owl#NamedIndividual>,探究方法
<http://edukg.org/knowledge/3.0/instance/physics#main-E2034>,<http://www.w3.org/2002/07/owl#NamedIndividual>,不确定关系
<http://edukg.org/knowledge/3.0/instance/physics#main-E838>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,汽油机
<http://edukg.org/knowledge/3.0/instance/physics#main-E825>,<http://www.w3.org/2002/07/owl#NamedIndividual>,内力
<http://edukg.org/knowledge/3.0/instance/physics#main-E655>,<http://edukg.org/knowledge/3.0/class/physics#main-C3>,实验室用温度计
<http://edukg.org/knowledge/3.0/instance/physics#main-E512>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,冲程
<http://edukg.org/knowledge/3.0/instance/physics#main-E1183>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,互感器
<http://edukg.org/knowledge/3.0/instance/physics#main-E1994>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,凝固点
<http://edukg.org/knowledge/3.0/instance/physics#main-E1141>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,霍尔效应
<http://edukg.org/knowledge/3.0/instance/physics#main-E670>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,能源革命
<http://edukg.org/knowledge/3.0/instance/physics#main-E804>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,高压带电体
<http://edukg.org/knowledge/3.0/instance/physics#main-E669>,<http://www.w3.org/2002/07/owl#NamedIndividual>,分析法
<http://edukg.org/knowledge/3.0/instance/physics#main-E31>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,远视镜
<http://edukg.org/knowledge/3.0/instance/physics#main-E1862>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,回声测距
<http://edukg.org/knowledge/3.0/instance/physics#main-E1105>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,啮合传动
<http://edukg.org/knowledge/3.0/instance/physics#main-E92>,<http://www.w3.org/2002/07/owl#NamedIndividual>,钢棒磁性的判断
<http://edukg.org/knowledge/3.0/instance/physics#main-E1255>,<http://www.w3.org/2002/07/owl#NamedIndividual>,静电感应
<http://edukg.org/knowledge/3.0/instance/physics#main-E948>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电动机
<http://edukg.org/knowledge/3.0/instance/physics#main-E1088>,<http://edukg.org/knowledge/3.0/class/physics#main-C3>,电阻温度计
<http://edukg.org/knowledge/3.0/instance/physics#main-E1450>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,平均值法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1097>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,光心
<http://edukg.org/knowledge/3.0/instance/physics#main-E2066>,<http://edukg.org/knowledge/3.0/class/physics#main-C17>,分子动能
<http://edukg.org/knowledge/3.0/instance/physics#main-E1370>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,核废料
<http://edukg.org/knowledge/3.0/instance/physics#main-E78>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,当电路发生短路时
<http://edukg.org/knowledge/3.0/instance/physics#main-E1010>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,实像
<http://edukg.org/knowledge/3.0/instance/physics#main-E975>,<http://www.w3.org/2002/07/owl#NamedIndividual>,角速度
<http://edukg.org/knowledge/3.0/instance/physics#main-E587>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,完全非弹性碰撞
<http://edukg.org/knowledge/3.0/instance/physics#main-E1202>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电磁学定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E1274>,<http://www.w3.org/2002/07/owl#NamedIndividual>,导电能力
<http://edukg.org/knowledge/3.0/instance/physics#main-E1907>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,瞬时速度
<http://edukg.org/knowledge/3.0/instance/physics#main-E45>,<http://www.w3.org/2002/07/owl#NamedIndividual>,验电器
<http://edukg.org/knowledge/3.0/instance/physics#main-E1179>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,显微镜目镜
<http://edukg.org/knowledge/3.0/instance/physics#main-E42>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,空气传导
<http://edukg.org/knowledge/3.0/instance/physics#main-E1716>,<http://edukg.org/knowledge/3.0/class/physics#main-C5>,声学定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E846>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,介质
<http://edukg.org/knowledge/3.0/instance/physics#main-E2116>,<http://www.w3.org/2002/07/owl#NamedIndividual>,口袋法
<http://edukg.org/knowledge/3.0/instance/physics#main-E558>,<http://edukg.org/knowledge/3.0/class/physics#main-C10>,欧
<http://edukg.org/knowledge/3.0/instance/physics#main-E936>,<http://www.w3.org/2002/07/owl#NamedIndividual>,摩托车
<http://edukg.org/knowledge/3.0/instance/physics#main-E1908>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,功
<http://edukg.org/knowledge/3.0/instance/physics#main-E1041>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电流表
